skill,backward_text,check_line,original_name
Perception,"do you have a train to catch? Michael (as Johnny) [mumbling] Yes I do! It’s me, Joe! Derrr. I want everyone to make- Michael (as Johnny) I’m Joe the Camel!", I want everyone to make a Perception check with Disadvantage. Michael (as Johnny),Perception
Investigation,"of the magic circle, you don’t feel any different. It does feel a little bit warmer. It’s a- now all of a sudden it is a nice spring day. Alright."," And your feet get all covered in pollen. And you get down on your hands, and knees and I want you to make an Investigation check. [music begins with two booming bass notes] [dice rolling] ",Investigation
History,"or in person in Brooklyn, New York. Alright, that’s all the housekeeping for today, so now, let’s get back to the show. [echoing note] [birds chirping, crickets, motorcycles revving up]"," With the motorcycle gang arranged around you, you start to head down the road to Chronopolis proper. I want everyone to make a History check, and Tracey, I want you to get Advantage on it. [breathy, atonal music begins] [three dice rolling] ",History
Athletics,"she can do any damage. He and Inara pump her for information on the Blackfish and, calmly but solemnly, Inara assassinates the turncoat. The party moves onto their second mission"," dealing with the lackadaisical Zubi, so they cross back to the ruined city. How do you get inside the mind of someone who can’t control their own thoughts? Inara remembers the mind-reading potion she made back in Kiko Castle and drinks it to communicate with the stone giant. He’s startled by the clarity of her presence and delicately holds her in his hands without turning her to stone. Zubi explains that the Bone Whale appeared out of nowhere and the sheer insanity of its existence broke his fragile mind. With a calm and steady voice, Inara talks him down and brings him back to reality. He points her towards the Bone Whale’s hideout - the cave that used to be Zubi’s home, flooded by diseased water. The four adventures step inside of the dank and strange cave, looking for any sign of the bone whale. Unfortunately, in the haste of Zubi’s escape, he didn’t disable his traps. The party evades rolling boulders, a fiesty ooze and a timed closing door to come face-to-face the Bone Whale. Making matters worse, Jamie is stuck inside the whale’s rib cage, struggling to escape. Johnny fires eldritch blasts at the Bone Whale, bearing the brunt of its anger and damage. Inara hops from shadow to shadow with her magical cowl. She sets off a trap that crushes the monster under a pile of boulders and teleports into the ribcage to grab Jamie. The Bone Whale rages at Johnny in its damaged state and knocks him out. In the midst of the commotion, Alonzo fires a “cursed arrow” as a killing blow. As he celebrates, brackish water floods the entire chamber. Everyone tries to swim out to the river outside the cave, except for Johnny. In his unconscious state, he finds himself in the full glory of the Undying Light. He asks for guidance in a world of darkness, and The Undying Light cryptically advises him to keep following his path. In a flash, the Light cleanses the river of the Bone Whale’s diseased aura and washes Johnny onto shore. Soaking wet but alive, Inara and Tracey stumbleupon Johnny’s body and hurriedly try to revive him. As they do, Johnny glows brighter and brighter, like wood catching fire. All of a sudden, Johnny bolts up and hops to his feet. Johnny is okay, though strangely a foot shorter and missing a shadow. Antipolis, for the time being, is safe, thanks to these jailbirds and the young champion. What awaits them next, my children, is another story.",Swim
Acrobatics,"she can do any damage. He and Inara pump her for information on the Blackfish and, calmly but solemnly, Inara assassinates the turncoat. The party moves onto their second mission"," dealing with the lackadaisical Zubi, so they cross back to the ruined city. How do you get inside the mind of someone who can’t control their own thoughts? Inara remembers the mind-reading potion she made back in Kiko Castle and drinks it to communicate with the stone giant. He’s startled by the clarity of her presence and delicately holds her in his hands without turning her to stone. Zubi explains that the Bone Whale appeared out of nowhere and the sheer insanity of its existence broke his fragile mind. With a calm and steady voice, Inara talks him down and brings him back to reality. He points her towards the Bone Whale’s hideout - the cave that used to be Zubi’s home, flooded by diseased water. The four adventures step inside of the dank and strange cave, looking for any sign of the bone whale. Unfortunately, in the haste of Zubi’s escape, he didn’t disable his traps. The party evades rolling boulders, a fiesty ooze and a timed closing door to come face-to-face the Bone Whale. Making matters worse, Jamie is stuck inside the whale’s rib cage, struggling to escape. Johnny fires eldritch blasts at the Bone Whale, bearing the brunt of its anger and damage. Inara hops from shadow to shadow with her magical cowl. She sets off a trap that crushes the monster under a pile of boulders and teleports into the ribcage to grab Jamie. The Bone Whale rages at Johnny in its damaged state and knocks him out. In the midst of the commotion, Alonzo fires a “cursed arrow” as a killing blow. As he celebrates, brackish water floods the entire chamber. Everyone tries to swim out to the river outside the cave, except for Johnny. In his unconscious state, he finds himself in the full glory of the Undying Light. He asks for guidance in a world of darkness, and The Undying Light cryptically advises him to keep following his path. In a flash, the Light cleanses the river of the Bone Whale’s diseased aura and washes Johnny onto shore. Soaking wet but alive, Inara and Tracey stumbleupon Johnny’s body and hurriedly try to revive him. As they do, Johnny glows brighter and brighter, like wood catching fire. All of a sudden, Johnny bolts up and hops to his feet. Johnny is okay, though strangely a foot shorter and missing a shadow. Antipolis, for the time being, is safe, thanks to these jailbirds and the young champion. What awaits them next, my children, is another story.",Tumble
Perception,"out for making a good “patina” joke in the last episode, so I- I will take my niche professions, I think people really enjoy them. Michael Yeah, patinas… w... [laughter]"," Alright, let’s keep going. It is this massive park, like twice the size of Prospect Park, with rolling hills, and shady spots, and fields to play cool sports- if you actually know how to play cool sports. And there’s some fun stuff for kids, too, like the massive swing where you get hurt. And Stoneface has made some sandwiches! [cheers] Michael",Spot
Perception,"feel a thump. And everything shakes the trees, the punch in your glasses, the fences, each respective part in Tracey each kind of jiggles. I… okay, I hate this. [laughter]", And it thumps again. And it’s like in ‘Jurassic Park’ where your water just goes and shakes. And I want everyone to make a Perception roll. ,Perception
Stealth,"It doesn’t matter. Michael He- Well here’s the thing, lies about his rolls. They’re always terrible. Michael He doesn’t, no he tells the truth that his rolls are that bad."," He’s like, “No, I didn’t roll poorly, hehehehe.” So I don’t know if you see my friend Jeff who’s sitting in the chair over there. Hi Jeffrey! So Jeff is here to be our… oh, he took out my DM- the very old DM’s guide, I like that. I won’t do anything bad, I promise. So, Jeff is gonna run over, and whenever you have a crit, or when tries to hide your bad rolls, he’s gonna go over and look at your dice. He is the Critical Conjurer, and he made himself a nice little nametag. [laughter and clapping] Michael",Hide
Athletics,"doesn’t die. No, he just hangs out. Michael Okay, cool. He’s fine. And Johnny- Why would he die?! Michael I don’t know, I’m worried he’s in the way or something!"," Johnny, I want you to make an Athletics roll. Michael",Athletics
Athletics,"Athletics roll. Michael I mean, I Light Step so I should be fine. Yeah, you can’t Light Step all the way, you’ve gotta grab onto one of the plants. Michael"," Well, if I knew I was gonna do an Athletics roll, I wouldn’t have Light Stepped. ",Athletics
Athletics,"onto the mountain? Jump… I think. Michael I’m sorry I Light Stepped, I used a magic spell, a level 2 spell, by the way, and it didn’t work, so jumping?", Jump- you can try. It was the Athletics check that didn’t work. Michael,Athletics
Acrobatics,"casting these lights- Okay. Michael So now with these four guys, I must ask… what is the light situation? It’s pretty cool! There ya go! Michael Alright, very cool. Ooo!"," Roll an Acrobatics check, and Tracey, you did 15? Michael",Acrobatics
Acrobatics,"or blackjack con, it’s great. Michael Remember that time I couldn’t read numbers? What are we doing? Commentary. Tracey’s jumping on this turtle’s legs, let’s go. There we go. Michael"," Johnny jumps, casts Dancing Lights to dance around him, as he rolled a 21 in Acrobatics, to jump onto the bottom of this turtle thing, and is going to crawl up it? ",Acrobatics
Athletics,"or blackjack con, it’s great. Michael Remember that time I couldn’t read numbers? What are we doing? Commentary. Tracey’s jumping on this turtle’s legs, let’s go. There we go. Michael"," Johnny jumps, casts Dancing Lights to dance around him, as he rolled a 21 in Acrobatics, to jump onto the bottom of this turtle thing, and is going to crawl up it? ",Jump
Perception,"is like you’re- it’s really like rock climbing. “Surprisingly Rocky” was the subtitle of my graduate thesis. Michael Nice. [laughter] Sorry, was that too real? That’s good. PJ, killin it.", I want you all to make Perception checks. All,Perception
Animal Handling,"it. Johnny, you hear a chittering sound like a “chee-chee-chee-chee-chee-chee” Michael I “chee-chee-chee-chee-chee” back. [laughter] Do you want me to do it, or-? Yeah, do it. Michael (as Johnny) Chee-chee-chee-chee-chee-chee-chee."," Alright, make an Animal Handling check. Michael",Animal Handling
Perception,"What’s the tie-dye one labeled, Schubes? Mike (as Jeffrey) That one is called “Slippin”… Slippin’ the slide whistle. [laughter] Michael I absolutely grab Slippin’ the slide whistle. Okay. Michael Absolutely.", I wanna roll Perception for the “stop the mountain” slide whistle. Michael,Perception
Animal Handling,"slide whistle over to Inara. (as Inara) Johnny, we got it away from him, let’s go! Michael Inara and Johnny leave. (as Inara) No, no, no talk to the mountain!", It’s still stomping forward. You can try to make an Animal Handling check. ,Animal Handling
Intimidation,"Inara) No, no, no talk to the mountain! It’s still stomping forward. You can try to make an Animal Handling check. I don’t have very good numbers on that. Michael", I am going to do an Intimidation roll. ,Intimidation
Perception,"gotta go and- go and start! And Johnny, she takes you by the hand and pulls you away from the crowd. Michael Great. With ce running behind you. [musical transition]"," Hi, here. Now, I’m not a huge sports fan, but there is something about international tournaments in the summertime that makes me kind of get it. Walking into a bar or a cafe where every patron and employee are looking up at the TV together, breath bated, united for a moment in suspense and excitement with the millions of others watching in bars and beds and buses all over the world. This is the collective breath we all take in the moment before a penalty kick. Don’t worry, it’s gonna go exactly as you hope it will. Welcome to the midroll. Welcome to our newest patrons! Brendan, Cali, Margaret, David, Rita, Katie, sally, Mimi, Olivia, Dani, Jo, scaredy wolf, Vince. And So-rhea, whose name we mispronounced last episode. Sorry! And welcome! We love round numbers, and we are nearly at 200 patrons, which would be so lovely. There have been so many new folks recently, and it’s honestly so motivating for us. Making this show is a true labor of love, We are sponsored this week by 20 Sided Store in Brooklyn, New York, whose co-owner Bilanko is our resident Master, Dungeon Master. Each month we bring her one of our listeners’ questions about games and GMing. Today our question is",Listen
Medicine,and this is a two-sided axe and there are snakes that curl around the handle- Neat! And go up above the axe. Neat! They’re named Macaroni and Cheese. [ gasps]," Oh, that’s good! I like that! And both sides of the axe have little red crosses on them. And this is called the Sawbone. [ and laugh] The Sawbone is a two-handed axe and you can wield it as a regular axe, but this has a very special quality, it actually can heal people. You need to convince your patient to stay still, and then this does 1d10 damage, so you roll a d10, and then you’re going to heal them for 1d20 damage. ",Heal
Intimidation,"[ giggling] Just bouncing it around in his hands like- Michael (as Johnny) Uh, Kevin, how'd you like that earlier fall? How about you step back before you fall again?", Why don’t all three of you make Intimidation checks? [dice rolling twice] ,Intimidation
Arcana,"a lot over the last few days, and Tracey, I just wanna get a hand on what is happening here. Michael Hey, am I passively sensing any kind of magic?", Why don't you make an Arcana check? Michael,Arcana
Deception,"not trust any of this. Michael (as Johnny) Well, I don’t know about- (as Tracey) [whispering] Johnny. Johnny. [dice rolling] That was a good insult. It was a good burn."," Yeah, Inara failed her Deception check. She’s gonna giggle. [all laughing] Michael (as Johnny)",Deception
Perception,"You know, if I could make like a stretchy but healthy fruit-roll-up type thing I would use papaya. (as Inara) Oh yeah, really good for the road- yeah, love it."," Okay, Johnny while you’re doing this, I want Inara and Tracey to make Perception checks. [dice rolling] ",Perception
Perception,"and I think it’s something that like I feel like almost D&D has like a bad rap, because I guess when i had heard of it- It’s devil worshipping. Mike"," [laughing] Yeah. Just like when I was younger and heard about it I was like, “Oh that’s like that super duper nerdy game where you roll dice and stuff.” I didn’t understand the storytelling element to it. And if when I was younger it was framed to me as “No, no, no it’s basically creating a story with your friends and you have to roll dice to keep it going,” if it like- I guess my perception of it was the flip was that it was mostly dice rolling and like fighting with warlocks and elves and stuff which never appealed to me, hence not reading ‘Harry Potter’ or watching ‘Lord of the Rings’ or all that kind of stuff. But if someone flipped it and was like “A. It doesn’t necessarily have to be that. And B. It’s more of like storytelling with a hint of dice rolling,” then I would have been way more on board, so now that I guess I’ve seen it- like my introduction to it is through podcasting where obviously it’s storytelling is the main emphasis behind it, then I think that kind of opened my eyes to it to be like, “Oh wow, you can take something that is traditionally very nerdy and hardcore and is supposed to be really difficult or whatever, but it’s just like fun to listen to.” I think you can listen to ‘Join The Party’, you can listen to ‘The Adventure Zone,’ you can listen to all these other Dungeons and Dragons podcasts, and know nothing about D&D and have no interest at all in D&D but still be like, “Oh wow! That was super fun to listen to!” Like at the end of the day you’re just making like a fun story with your friends, and if it was marketed to me as that earlier, I totally would have done this when I was in high school or whatever. Michael",Perception
Perception,"and I think it’s something that like I feel like almost D&D has like a bad rap, because I guess when i had heard of it- It’s devil worshipping. Mike"," [laughing] Yeah. Just like when I was younger and heard about it I was like, “Oh that’s like that super duper nerdy game where you roll dice and stuff.” I didn’t understand the storytelling element to it. And if when I was younger it was framed to me as “No, no, no it’s basically creating a story with your friends and you have to roll dice to keep it going,” if it like- I guess my perception of it was the flip was that it was mostly dice rolling and like fighting with warlocks and elves and stuff which never appealed to me, hence not reading ‘Harry Potter’ or watching ‘Lord of the Rings’ or all that kind of stuff. But if someone flipped it and was like “A. It doesn’t necessarily have to be that. And B. It’s more of like storytelling with a hint of dice rolling,” then I would have been way more on board, so now that I guess I’ve seen it- like my introduction to it is through podcasting where obviously it’s storytelling is the main emphasis behind it, then I think that kind of opened my eyes to it to be like, “Oh wow, you can take something that is traditionally very nerdy and hardcore and is supposed to be really difficult or whatever, but it’s just like fun to listen to.” I think you can listen to ‘Join The Party’, you can listen to ‘The Adventure Zone,’ you can listen to all these other Dungeons and Dragons podcasts, and know nothing about D&D and have no interest at all in D&D but still be like, “Oh wow! That was super fun to listen to!” Like at the end of the day you’re just making like a fun story with your friends, and if it was marketed to me as that earlier, I totally would have done this when I was in high school or whatever. Michael",Listen
Arcana,"then the head producer, the one with the black hat, looks up and sees the Arcane Eye, and then there's even more movement from all of the mud people. Michael"," So in the meanwhiles, with my regular turn, would you let me do an Arcana check? ",Arcana
Investigation,"it is. It’s like a secret- there's a secret around here, it was like a chute, and I can't figure it out. It must be sealed over by the mud.", Can I roll Investigation to see if I notice anything out of sorts? ,Investigation
Animal Handling,"it's your friend, Alonzo. Michael You think we forgot about him, but cha boy Alonzo's back! Bra-bra-bra! Oatcake is going to bound over to him and start licking his face.", [laughing] Make an Animal Handling check. [dice rolling] ,Animal Handling
Insight,cool hair. Is it dyed? It’s dyed. It’s dyed red hair. Do they go to the salon or they do it themselves do you think? They do it themselves. Michael, I know I rolled good enough on my Insight check to know that- what Salmon was talking about. ,Insight
Perception,"roll- but has the most obvious deterioration, as in like clearly this is the one they’ve looked at the most. Sure, why don’t you do Investigation? Michael Sure. That’s fair."," While he’s doing that, can I do a Perception check to see if I see any signs of someone coming and going recently? ",Perception
Stealth,"yourself, or are you grabbing them? No I’m yelling at them and grabbing them as I go towards the door. Cool. Maybe I turn the light off. [ and laughing]"," Okay. I want Tracey to make a Strength roll to pull you guys, and I want you two to make Stealth rolls to get down. [dice rolling] ",Stealth
Stealth,"the lantern. And I’m sad that I don’t have a pet friend. And Tallahassee is still a bag. Michael Eduardo, Bob, Janice, and Carl are back with me. [all laughing]"," Okay, Tracey grabs you and pulls everyone outside the door. And I think with your Stealth rolls, you three are able to like Scooby-Doo peek from outside of the door without being seen. Michael",Stealth
Perception,"towards the desk. And the desk has the open chest on it. And P0R0 goes (as P0R0) [human voice, distinct from usual robot voice] Oh shit. [melody finishes, music stops]"," Hey, it’s . There’s so much uncertainty when you buy clothes online. Is it really this color? Is it really gonna fit me? How green is too green. But when that weird, squishy package finally arrives, the idea of clothing is concrete. You can compare your new jeans and shirt and socks to all the pieces you have in your closet and drawers. And yes, it slots right in to your wardrobe. This is gonna go so great with everything I own, thank you. Welcome to the midroll. This short-sleeve pink madras button-down fits me, and I’m going to wear it tomorrow. Welcome to our newest patrons, , Katie K, Emily, Alec, Iron Power Flash, H, Laura, Geoffery, Netanya, Zane, Ramon, Kate W, Chris, and thank you to Mariko, PJ, and our newest VIP Bridge for upping their pledges. You are the stars in the sky and the waves in the sea. Being both is extremely. impressive. Come join us on Patreon. We are chugging away, and we’re getting ever closer to our goal - a fully illustrated book of my NPC backstories. I love writing these things every two weeks, and compiling all of them and having drawings for them would make my head spin. Come on over to patreon.com/jointheparty to pledge as little as $1 a month to help keep the show going and growing. We want to tell you about an amazing podcast called ArsParadoxica. This is a story about the past, the future, and the choices we make that can change both forever. If you are itching for some time travel with definitive scientific basis, this show is for you. If you want Cold War drama with spies, politics and anachronistic pop culture references, this show is for you! If you love the work of Mischa Stanton, our Undying Light and audio sorcerer extraordinaire, this show is DEFINITELY for you. They’re closing their 3rd & final season, so you have plenty to binge on, and there’s more than 20 hours of content, with extra bonus minisodes, on Patreon. Put your time to good use- heh, you see what I did there? - and go listen to ArsParadoxica on iTunes, Spotify, and wherever you get your podcasts. We are sponsored this week by 20 Sided Store in Brooklyn, New York. And they have a new D&D book, Mordenkainen’s Tome of Foes. It is bursting with new playable races and monsters, especially elves and the beasts that lurk around the fey. They have both the standard cover and the beautiful alternate cover, and no Dungeon Master can miss out on this amazing new tome. IT’S A TOME. What else do you need? It has lots of stuff in it. Head to twentysidedstore.com, or visit them in person in Brooklyn, NY. Either way, you can use our discount code, JOINTHEPARTY, for 20% off. So head over to twenty (full word) sided store.com and use our discount code JOINTHEPARTY, all one word. Get reading, get listening, get playing. Alright, let’s get back to the show. [twinkling note] [water dripping in cavern] ",Listen
Perception,"towards the desk. And the desk has the open chest on it. And P0R0 goes (as P0R0) [human voice, distinct from usual robot voice] Oh shit. [melody finishes, music stops]"," Hey, it’s . There’s so much uncertainty when you buy clothes online. Is it really this color? Is it really gonna fit me? How green is too green. But when that weird, squishy package finally arrives, the idea of clothing is concrete. You can compare your new jeans and shirt and socks to all the pieces you have in your closet and drawers. And yes, it slots right in to your wardrobe. This is gonna go so great with everything I own, thank you. Welcome to the midroll. This short-sleeve pink madras button-down fits me, and I’m going to wear it tomorrow. Welcome to our newest patrons, , Katie K, Emily, Alec, Iron Power Flash, H, Laura, Geoffery, Netanya, Zane, Ramon, Kate W, Chris, and thank you to Mariko, PJ, and our newest VIP Bridge for upping their pledges. You are the stars in the sky and the waves in the sea. Being both is extremely. impressive. Come join us on Patreon. We are chugging away, and we’re getting ever closer to our goal - a fully illustrated book of my NPC backstories. I love writing these things every two weeks, and compiling all of them and having drawings for them would make my head spin. Come on over to patreon.com/jointheparty to pledge as little as $1 a month to help keep the show going and growing. We want to tell you about an amazing podcast called ArsParadoxica. This is a story about the past, the future, and the choices we make that can change both forever. If you are itching for some time travel with definitive scientific basis, this show is for you. If you want Cold War drama with spies, politics and anachronistic pop culture references, this show is for you! If you love the work of Mischa Stanton, our Undying Light and audio sorcerer extraordinaire, this show is DEFINITELY for you. They’re closing their 3rd & final season, so you have plenty to binge on, and there’s more than 20 hours of content, with extra bonus minisodes, on Patreon. Put your time to good use- heh, you see what I did there? - and go listen to ArsParadoxica on iTunes, Spotify, and wherever you get your podcasts. We are sponsored this week by 20 Sided Store in Brooklyn, New York. And they have a new D&D book, Mordenkainen’s Tome of Foes. It is bursting with new playable races and monsters, especially elves and the beasts that lurk around the fey. They have both the standard cover and the beautiful alternate cover, and no Dungeon Master can miss out on this amazing new tome. IT’S A TOME. What else do you need? It has lots of stuff in it. Head to twentysidedstore.com, or visit them in person in Brooklyn, NY. Either way, you can use our discount code, JOINTHEPARTY, for 20% off. So head over to twenty (full word) sided store.com and use our discount code JOINTHEPARTY, all one word. Get reading, get listening, get playing. Alright, let’s get back to the show. [twinkling note] [water dripping in cavern] ",Spot
Insight,Salmon) Um… Would you believe me if I really wanted to marry Representative Brink? Michael (as Johnny) No. Not at all. (as Salmon) [sounding strained] Because that’s the reason… Michael, I’d like to roll Insight. ,Insight
Sleight of Hand,"you. Uh… (as Tracey) Now, Inara, there will be no murdering today, this day. As I cock my gun. [all laughing] (as Inara) I don’t grant favors to thieves, bud.", And I would like to roll Sleight of Hand to steal the potion from his hand. ,Sleight of Hand
Sleight of Hand,"cock my gun. [all laughing] (as Inara) I don’t grant favors to thieves, bud. And I would like to roll Sleight of Hand to steal the potion from his hand."," Cool, okay. Make a Sleight of Hand check. It’s gonna be pretty difficult, but I’ll give you advantage because you intimidated him before this. [dice rolling] ",Sleight of Hand
Insight,"I know that it’s not a good- it’s not a good excuse, but I just take things. It doesn’t matter. I- I’ll be the bad boy of this season. Michael", Could I get an Insight check? ,Insight
Performance,enjoy the mud? How about we get some sky and some light? How about we get some education for our children?! Okay- (as Inara) Where’s my one-on-one date?! [all laughing]," Alright, I want Johnny and Inara to roll Performance and the higher- and we’re gonna take the higher one of you two. [two dice rolling] Michael",Performance
Performance,enjoy the mud? How about we get some sky and some light? How about we get some education for our children?! Okay- (as Inara) Where’s my one-on-one date?! [all laughing]," Alright, I want Johnny and Inara to roll Performance and the higher- and we’re gonna take the higher one of you two. [two dice rolling] Michael",Perform
Animal Handling,"know, at the end of the day, at least we can look at ourselves in the mirror and say, “I didn’t vomit today.” Fish almost vomited in real life. Michael"," I don’t handle that kind of stuff well, and just thinking about going on a roller coaster ride without like being more prepared for it… ",Ride
Animal Handling,"vomited in real life. Michael I don’t handle that kind of stuff well, and just thinking about going on a roller coaster ride without like being more prepared for it…", Can you do something to prepare for a roller coaster ride? Michael,Ride
Animal Handling,for a roller coaster ride? Michael You- you- laugh at me if you want. I will not! Michael I played Roller Coaster Tycoon 3. I looooove it. Love it. Michael," The one that you can actually set to look- to like make a roller coaster, and you can do first person view, or YouTube videos of roller coaster rides, and like do a lot of those to get used to and prepared for that, and I’ve successfully gone to roller coaster parks and done the whole roller coaster thing, and I can do it if I’ve had time to prepare by looking at it and doing that. ",Ride
Investigation,"panic, and I was gonna try to make you pull the emergency brake or something. Can’t phase me. I’m just too good, you know? You always roll well on- Everything.", Investigation rolls. ,Investigation
Investigation,"good. Yeah, the mirror is not magical. Does it take like a couple inches off your waist, is it that kind of magic? [dice rolling] Yeah. It, uh- [Michael laughing]", Well… your favorite assassin got a crit fail on her Investigation check. Michael,Investigation
Nature,"the medicine cabinet that’s attached to the mirror? What do I get? [ laughing] Give me things, dad! Michael Give me! [in child-like voice] I want medicina! I want more!", I want you to make a Nature check. [dice rolling] Michael,Nature
Animal Handling,"me. Sure. And take Oatcake out of my pack and say (as Inara) Girl, do your thing. Is there anything interesting around here, in this plane or another? [music fades]", Why don’t you roll Animal Handling? [dice rolling] ,Animal Handling
Stealth,"Who wants to do something? raises his hand. Alright, , what do you want to do? I’m gonna try to slip out the door that has opened… [Michael groans heavily]"," Alright, make a Stealth check please. [dice rolling] ",Stealth
Persuasion,"everything. If there was a room that we didn’t know about, that is- that would be crazy. [dice rolling] Michael Did you just roll without announcing what it’s gonna be?"," I tried to roll a Persuasion, I got a 1 [laughing]. ",Persuasion
Perception,"know, right? (as the producer) [amused] I’d like to see you try. See ya later! And Tracey, you start to sink back through the ground. [low, faint, horn-like melody plays]"," Hey, it’s . I don’t know about you, but my brain gets so stuck on songs. I’ll listen to the same one dozens of times on repeat, sometimes for weeks at a time. It helps distract the overactive part of my brain that needs something to gnaw on. It relaxes me, in a way, so I can let the rest of my mind wander or relax in peace. This is the moment when you hear a new song for the first time, and know that this will be your next jam. Welcome to the midroll. We have a sick bass track. Welcome welcome welcome to our newest patrons, Ina, Tim, Carmelann, Adam, and Caitlin, and to Neon, Siren Queen of Baking, who upped their pledge! Over in the warmly-lit living room that is our Patreon, we’re just shared the EXCLUSIVE map of Fidapolis we have commissioned from our friend Sunmi. We are so SO SO excited about it. We keep looking at it. Like I made it my phone background, it’s so beautiful. And it’s our supporters on Patreon who made this commission possible! And if you want to help us reach our next goal, which is a fully illustrated e-book of ’s NPC backstories, head over to patreon.com/jointheparty to pledge as little as $1, and help keep the show going and growing. We are sponsored this week by 20 Sided Store in Brooklyn, New York, whose co-owner Bilanko is our resident Master, Dungeon Master. Each month we bring her one of our listeners’ questions about games and GMing and games. Today our question is",Listen
History,"announcer) What another great gladiator match here at Arch Spire Hideaway! Congratulations to our winner, the Council of Bright’s very own Designation 2457! Everyone, stay ready and stay bright! Michael", Can I roll for history to see if the Council of Bright- anything pops in my head? ,History
History,"catches in your brain, but that’s it. Michael Eh, I’ll try to think about it later. Can I tell if this was recent? Like by the clothing people are wearing?", That’s a very good question. Why don’t you roll History as well? [dice rolling] Michael,History
Perception,"Great. Michael And since I’m the last one in and I don’t really want to do this, I pull the emergency brake off. [faint music begins with long breathy notes]"," Okay, here’s how this works. There are a few different speeds that you can do. You are stopped at the moment, and you can go slow, medium, fast, and then over that is fast and out of control. Every round, you can either lean into this hill, which makes you go one step faster, you can stay as you are, or you can use the emergency brake to try to slow yourself down. We’re gonna do this in Initiative rolls. Each round, you guys are all gonna roll a Perception. [deeper bass notes join the music] Think of it as like a constant trap. On a certain initiative, something is going to happen, and you need to do the amount of Perception to, like, avoid it. Then those who notice roll Initiative to see who reacts first to the feature. Johnny, as you let the emergency brake go, the cart slowly goes forward, and it starts with a small screeching sound as it starts to move. [electric melody joins the music] Michael",Perception
Perception,just falls out of the thing because he’s going too fast. Michael Johnny is going to murder both of his companions and make this cart go as slow as possible.," I mean, it seems like it’s two against one, so for this round you guys are gonna go faster. So you are now up to the medium speed. Everyone, roll a Perception check, and I’m gonna give you all +2 because you have the light on. [three dice rolling] ",Perception
Perception,"I’m going to attempt us to slow down. Faster. Johnny, do you want to lean back or do you want to try to pull the brake? Michael I lean back.", Okay. You guys are going faster. You are now at fast. Everyone please make a Perception roll with +2. [three dice rolling] ,Perception
Perception,"the emergency brake. Michael I’m not pulling the emergency brake, because if it breaks and we actually have to brake at some point, it’s gonna be bad news. [ laughing]"," Okay, everyone please make a Perception check. You are going fast. [dice rolling] Michael",Perception
Investigation,two people who are squabbling behind you. You look forward and you see two massive jaws coming out of the track ahead of you. Like organic? Like flesh and… bone?, Make an Investigation check. [dice rolling] ,Investigation
Animal Handling,"you access to drawings, character backstories, bloopers, and so much more at patreon.com/jointhepartypod. We’ll see you in two weeks. You don't have to go home, but you can't stay here.","Round up the challengers for a demon horse contest. Will our party ring up a win or get rung out to dry? Johnny walks on the catwalk. Inara gives chase. Tracey likes to win. Live Show - Get your tickets today at bit.ly/jointhepartylive. Patrons, click here for a 50% off code! Sponsors - Cantrip Candles and Paola Harris collaborated on a fantastic “Roll with Pride” pin! Grab yours now at bit.ly/jtpcantrip - 20 Sided Store, the best indie game store in Brooklyn, NY. Check out their inventory and events at twentysidedstore.com, and use code JOINTHEPARTY for 20% off your online or in-person order! Find Us Online - website",Ride
Deception,"the Undyin’ Light, and in the meantime I can help you out, and place that crown up on the horse’s head so you and I can be the victors. Michael", [laughing] Roll a Deception check… ,Deception
Deception,"Michael I take it and I cast Light on her. She doesn’t see it, but just I do it on her forehead so she feels the Light on her forehead."," Yeah, and I think with such a high Deception check, the entire audience buys it. [ laughing] ",Deception
Arcana,"us into the weight room and smelling all the bleach. She sneezes. Michael I guess we’re just gonna do some investi-magations. Sure, what would you like to do? Yeah. Michael"," So I would actually like to do Arcana checks to see if I’m like feeling any kind of magical sources emanating in any part of this room, and try to identify what they would be. ",Arcana
Arcana,"the door, some kind of like mechanical- you know, you’re looking at the magical, I’m gonna look at the physical to see what we can find. Tight. [dice rolling] Michael", 17 for Arcana check. ,Arcana
Insight,"understand. Don’t worry.” I kept asking, “Does the Representative get what I did there…” [all laughing] Michael “Do they understand?!” “Is my message coming across?” Michael “Is my message clear?!”", “Can I make an Insight check to see if the Representative understands my threat?” Michael,Insight
