skill,backward_text,original_name
Persuasion,"“Ah,” says Ravine, “I can tell you are a very shrewd business man. I will make you this offer: 3 silver per day you stay on with us and more valuable by far, your name immortalized in The Ballad of Krath the Crafty Cook.” ",Persuasion
Perception,"""As you will,"" Ravine says as he climbs up and perches himself atop one of the crates. He taps his wine cask and takes a big swig relishing the rich flavor. Then he takes up his fiddle and begins to play a jaunty melody. ""When your road has gotten rough and you've had more than enoughof the troubles overfraught and fought in vainJust take a moment to consider you can still enjoy your dinnerInstead of being dinner to some nut-brain""The melody is like a balm permeating the joints and muscles of the group as they take the time to lick their wounds (the tabaxi doing so quite literally). During the break, he takes out the small chest he found in the wardrobe and examines it closer for a lock and any sign of a trap. ",Perception
Stealth,"Releasing the pool with an effort, Aspar stands, already feeling better.  He nods to the others and steps out into the floor of the crevasse, carefully watching for any signs of movement. ",stealth
Perception,"Releasing the pool with an effort, Aspar stands, already feeling better.  He nods to the others and steps out into the floor of the crevasse, carefully watching for any signs of movement. ",perception
Insight,"""Yeah, Drev,"" Ravine responds with a grimace, ""You may want to apologize to Ris. That was some bad joojoo that caught a hold of you. Remind me to stay on your good side. Sorry for the bonds. We had to be sure you were in your right mind. Short story (and you know I'm not one for those): I happened upon these fine folk and we tracked you back to some weird alien craft that was attacked by a white dragon.  We bested the crew, made a new friend,"" he gestures to Krath, ""nearly shoved a tadpole in my nose and possibly committed infanticide. I'll give you this, it hasn't been dull."" He looks Drevixx in the eyes to see if there's anything suspect there. ",Insight
Perception,"Seeing Cinder slow and open the door, Dashiel calls back to her. ""Cinder, come on! We'll come back and give the place a good casing later, hop to!""Now that they're no longer in the tunnels, Dashiel leads the group out. Holding up his hand, to slow them, he carefully listens down both hallways before speaking around the corners, trying to see if the way is clear. ",Perception
Perception,"At the sound of movement inside the stables, Dashiel carefully peers through the keyhole and then slowly pushes the door open, careful to keep from drawing too much attention as he checks to see if they were alone. ",Perception
Perception,Donavin pushes forward to Dash and looks intently at the newcomer..... ,Perception
Perception,"Cinder moved to the doors they entered the stable through, and opened the door. ""We have a way out, and many people to see safely out of here,"" she stated, as she glanced back at the newcomer, rather than look out the door as she intended. ",perception
Perception,"""The plan right now is to run - preferably in a way that we aren't spotted or followed."" Taking the lead, Dashiel puts his back to the wall and eases the door open, peeking out the crack to catch a glimpse of their approach. ",Perception
Animal Handling,"Aeric nods. ""Yep, time to cheese it."" And then as he turns to run, he decides the livestock isn't sufficiently spooked by the flames. He makes a slightly different arcane gesture, and prestidigitates the scent of a large predator behind the livestock. ",Animal Handling
Deception,"""Probably,"" Dashiel agrees. But he puts a hand on Bishop Teth's mace as an opportunity appears. Swiftly turning about, he says quickly and quietly, ""Don, back me up. Everyone else, keep moving no matter what happens. Best case, it won't be you doing the running."" And without another word he leaves the safety of the doorway.""Wulfa!"" Dashiel says, jogging to catch up to the guards and silently praying that his friends and liberated slaves had the sense to follow. Seemingly without stopping to breath words begin vomiting out of the quick-tongued rogue's mouth. ""Thank the gods you got the horses! We was just on our way out with our purchases! Look at that one, she's a beauty. There's a fire in the stables, how's there a fire in the stables?? Weren't no one in there but you! Did one of you set it? Of course not, that's ridiculous. Did you happen to grab their saddles too? What about their loads, where did they go? You know what, the horses were more important."" Gesturing with a free hand, a gold coin appears seemingly out of nowhere. Pressing it into the man's hand, he takes the reigns and says, ""Thank ye for yer services and quick thinking saving our horses. That fire's gonna get out of control if someone doesn't see to it! No one else was in there 'xcept you, and you're less likely to catch blame if you're seen putting it out!"" ",Deception
Perception,"Cinder, carrying Melli, herded the slaves with Aeric at the fore of their group toward their escape route as she attempted to keep an ear on Dashing and Donavin's act. ",perception
Perception,"More than happy to have Metal close by, Yamyra glances around warily at the rising mists, trying to spot any sign of an approaching danger.  ""I don't like this....I think we need to get moving, and quickly."" ",Spot
Nature,Dice roll for Harn (4D6+2) ,Wild
Survival,"“Hang on”, Parus says to Basil. “I think I know the way.” ",Survival
Perception,"Teblin nurses a glass of wine while watching Emmerick and Brandt gamble. When the barbarian loses a gold coin to the patron, the wizard imperceptibly tenses, but relaxes quickly as the large man smiles and walks away. ""For someone many might call a savage, he has been the most level headed of any of us. Even when he got angry at the artificer for disobeying him on the boat, his ire was more that of a disappointed father than anything resembling the fiery temper most people associated with barbarians."" the mage twirled the stem of the wine glass in quiet contemplation. ""Even now, he is checking on our little forest friend to see if he is okay. What empathy. Empathy can be used. It is very fortunate that this large man is on our side."" Teblin sighs. ""Those two are nearly suffocating the gnome with their concern. Poor little guy."" The chronurgist slowly gets up and moves closer to the three to hear what they are saying, but stays far enough away so as to not further smother him. As he strides, he surveys the common area, looking for any patrons who might be getting too deep in their cups. For an instant, he looks for Juriendor and the flash of an image of the two of them sharing a bottle of wine flits through his head. ""I doubt he loiters in a place like this very often."" he muses sourly. ",PERCEPTION
Insight,A split moment to consider his plea?  ,Insight
Intimidation,"Putting all his strength in that stroke, described a wide horizontal arc with his long hafted axe  in front of him. The blade bit hard into his adversaries’ fleshes and armours, and two of them fell down unconscious on their backs, so strongly they had been hit, while the others jumped back, their eyes wide with fear and horror, to avoid the deadly trajectory of ’s axe. Then, he cried again his tremendous wrath against the remaining foes at the top of his lungs.  “Come here cowards! Come here to face your doom! Come here to meet your death!”His face distorted with anger, his eyes lit by the red flames of wrath.(OOC: Forward stance, Intimidate foe. I suppose that, following a stroke so mighty, the difficulty of the action may be easyer.) ",Awe
Athletics,"feints left then dashes to the right, successfully Escaping Combat and off into the woods! ",athletics
Athletics,"(As LM says Athletics)(HA! great success.The dice hate slavers!)With a bound, over the still twitching low lying branches of the trees he has just shot thru I am on him"" !this way. here he is!"" ",athletics
Persuasion,"Will run up with his ""ready cure for bandits who want to grow wings on their feet""...""Hold on Ata, and get this Valter.. ""… plants Great Spear on Valter's back, just nudging it enough to get the pressure of the point hard against the armour and up against the flesh beneath""your choice big man, keep on struggling, and I am going to fall on my spear with all my weight. actually, KEEP ON struggling, I will happily fall over.. unless you want to be reasonable.""(not really sure persuade is the thing here tbh)(better to tie & hog tie him, unless LM agrees persuade is enough - with a hoe point to add 7 to the score!) ",Persuade
Athletics,"he is tired, bloody and beaten.  His eyes show a burning hatred.  You may have beaten my men but you are all weak men. He struggles and partially break free only to be hog tied by  ",Athletics
Nature,"Sarah knows that her sisters will be watching from their hiding places. The hill girl hasn’t spotted them it seems, despite this being her natural terrain. Or if she has seen them, she shows no sign of having done so. ""You said when we met that you could shoot a bird from the sky,"" Sarah remarks, coolly interested. Spotting a medium-sized bird moving through the sky a short distance from them, Sarah points at it. ""Would you care to demonstrate?""“That is a salk,” says Lekhshey as she strings her bow. She places an arrow to the bowstring and raises the bow up. “A salk of that size makes for a tasty pot lunch,” she explains. Sarah watches the girl closely. She seems nervous, perhaps understanding that this is a test of sorts, that Sarah has set her a challenge. The girl made a boast earlier today. Selma could down that bird easily enough, but can this hill girl do the same? Selma would not be nervous now, under pressure, but Sarah senses this girl is. She wants to prove herself. She is young. She is also a little foolish. She doesn’t really know Sarah. She has come here alone, away from her village, a hundred yards from the outskirts, in the company of two women who have spoken kindly to her. She has taken a risk. Sarah would not think kindly of any of her girls taking that sort of risk. She has even allowed Sarah to stand behind her now, while her attention is drawn towards the bird floating in the sky. Does she really trust her that much? Lekhshey follows the flight of the bird with her eye and then looses the arrow.GM Note: Rolling 3D6+2 bow skill versus a target of 10 (Easy, as the bird is soaring in a predictable line)    ",Wild
Survival,Travel ,Travel
Survival,(Rolling travel and also lookout in case it's needed) ,Travel
Persuasion,"Once arrived in Edoras, having greeted the guards who already knew him, went directly to the King’s stables where he took his horse and Othar’s one and then he stood there for a while taking care of them and of the others horses. He was very fond of those animals and he often thought them as more trustworthy than humans: their big bright eyes housed indeed, he was used to thinking, neither grains of deception nor trace of falsehood. Having cleaned and curried them, took care of himself washing his face and hands and changing his travel clothes for garments which fit better the court of a King.He wore black trousers under a black coat with white pluff sleeves and a silver tree embroidered on the breast. A grey cloak with the emblems of the Stewards of Gondor and the green horse of Rohan in white field covered his shoulder.He went into the inn where he knew he would have met Othar and his new and old companions. He stopped on the threshold looking around in the crowded place to see where his friends were. He spotted who were talking with an exceptionally handsome woman. Then he recognized Othar and the others around her, thus he stepped slowly into the room towards the group. He were taking his time to look at the new entry of the group: something in her clothes and manners told him about something exotic, indubitably stranger, but he recognized in her something strangely familiar which, however, he could not find a name for. There was an aura of joy and beauty around her, and a uncanny light in her eyes which he was awed by.Having come close enough to catch the words of the conversation that was going on, he heard talking about “...convincing teenagers to court.” and he saw all them toasting to love.Having reached the group he waited for an opportunity to chime in, then he presented himself to the stranger lady, bowing slightly:“Hail, my fair Lady, I had to reconsider the Inns of Edoras: I knew them for the deliciousness of the beers they offers and for the virtuosity of the minstrels they have as guests, but I never heard that such flowers grow up in their rooms!” He said smiling, then added courteously:“ I’m Herion's son, scout of the Stewards of Gondor, tender of Thengel’s stables, part of the Troll slayers company, at your service. May I be so bold as to inquire your name? ”Then, when he rose again and made eye contact with her,  a few verses came up to his lips as if they were coming from a fairy, distant land so that he could not help singing softly:“Her hair was long, her limbs were white,And fair she was and free;And in the wind she went as lightAs leaf of linden-tree.” ",Courtesy
Performance,"Once arrived in Edoras, having greeted the guards who already knew him, went directly to the King’s stables where he took his horse and Othar’s one and then he stood there for a while taking care of them and of the others horses. He was very fond of those animals and he often thought them as more trustworthy than humans: their big bright eyes housed indeed, he was used to thinking, neither grains of deception nor trace of falsehood. Having cleaned and curried them, took care of himself washing his face and hands and changing his travel clothes for garments which fit better the court of a King.He wore black trousers under a black coat with white pluff sleeves and a silver tree embroidered on the breast. A grey cloak with the emblems of the Stewards of Gondor and the green horse of Rohan in white field covered his shoulder.He went into the inn where he knew he would have met Othar and his new and old companions. He stopped on the threshold looking around in the crowded place to see where his friends were. He spotted who were talking with an exceptionally handsome woman. Then he recognized Othar and the others around her, thus he stepped slowly into the room towards the group. He were taking his time to look at the new entry of the group: something in her clothes and manners told him about something exotic, indubitably stranger, but he recognized in her something strangely familiar which, however, he could not find a name for. There was an aura of joy and beauty around her, and a uncanny light in her eyes which he was awed by.Having come close enough to catch the words of the conversation that was going on, he heard talking about “...convincing teenagers to court.” and he saw all them toasting to love.Having reached the group he waited for an opportunity to chime in, then he presented himself to the stranger lady, bowing slightly:“Hail, my fair Lady, I had to reconsider the Inns of Edoras: I knew them for the deliciousness of the beers they offers and for the virtuosity of the minstrels they have as guests, but I never heard that such flowers grow up in their rooms!” He said smiling, then added courteously:“ I’m Herion's son, scout of the Stewards of Gondor, tender of Thengel’s stables, part of the Troll slayers company, at your service. May I be so bold as to inquire your name? ”Then, when he rose again and made eye contact with her,  a few verses came up to his lips as if they were coming from a fairy, distant land so that he could not help singing softly:“Her hair was long, her limbs were white,And fair she was and free;And in the wind she went as lightAs leaf of linden-tree.” ",Song
Investigation,Gather information:roll+wits ,gather information
Athletics,Rok and finish off their targetGreen takes 26 + 7 + 38 to die moves to the last one to put a hit on it too.Red takes 15 to go to -33The last ghoul shrieks again. ,
Athletics,Rok and finish off their targetGreen takes 26 + 7 + 38 to die moves to the last one to put a hit on it too.Red takes 15 to go to -33The last ghoul shrieks again. ,
Medicine,"Eventually will recover from paralysis too, then she'll take 10 minutes to cast prayer of healing, unless you are all in a hurry. ",Healing
Perception,"Yamyra and Slip move towards the dead monster and the corpses of the halflings, examining the scene intently and not really paying much attention to the others gathering at the cart and discussiong the loot.  ""These bodies.....the halflings.  They come from a tribe that I know....neighbors and trading partners to those who sheltered me and taught me the ways of archery in the Talenta Plains.   I don't understand what they are doing here.....and fighting with their old enemies, the elves.""   She continues to examine the bodies from her seat on Slip's back, almost as if looking for a familiar face or some clue as to what brought these doomed warriors here.   ",Spot
Perception," nods, but doesn't really understand the explanation given. He  curiously looks at the constructed creature hopping around Lorraine. That's...odd, he thinks, but making no comment, only observing its motions for a moment or two before looking to the others still around the carcass of the crab-creature.  ",Spot
Perception,Metal rolls his metallic shoulders and idly flexes his hand as his flail retreats into his forearm. The large metallic warrior listens on as the princess speaks of how a soul can be placed into an item. The warforged realizes he would’ve spoken up about his own existence but was quickly reminded he has no soul. Metal shakes his head and looks around knowing that one enemy falling did not mean they were safe. The leaden warrior approaches slip and Yamyra. “I am sorry that you have lost more familiar faces.” He says in a tone that sounds similar to that of a mournful note on a brass instrument. ,Spot
Perception,"On the journey to the mine, Yamyra will eventually approach the cart and speak to Lorraine.  ""Excuse me.....princess.  May I hold that scimitar for a moment?""  And she'll try to make contact with the weapon, thinking ""You are far from home, but if you will it, I will take you back where you belong.""  Later, as we approach the mine, she'll use all her senses to try to find any sign of danger. ",Listen
Perception,"Ramford breaks one of the sunrod shining it up into the cavern. ""Does anyone happen to have a healing potion I may use. I'd rather not be caught in hear not at my best.... my shoulder aches sharply from that claw coming down on it."" ",listen
Perception,Tarrasque's ears perk and he growls into the darkness. ,listen
Perception,"As light recedes around them and they approach the tunnel, brings out one of the sunrods he purchased in Sharn weeks before. ""I would say shoot it, but it is too far away to reach with our weapons,"" he says to Yamyra. ""I suspect its master will follow us."" ",Listen
Athletics,"""Indeed they should,"" Sarah says, joining Atiya with quiet laughter of her own. ""I've never hunted men inside their own fences, what a challenge that would be.""Privately, Sarah congratulated herself on bringing Lekhshey along. Now she knew that if they took care they could pass through this town without notice. Why, if she did it right she could walk right up to the three slavers who stole Phedre from them!""Let's see about this cave,"" Sarah says as the chuckles begin to die down. Taking the rope, she begins to tie herself a harness about her hips and legs, wrapping one end about herself while the girls take the other end. Placing one of their packs at the edge so as to not cut the rope on the sharp rocks and earth, Sarah lowers herself over the edge and begins to climb down to the ledge. ",Athletics
Nature,Atiya's dice roll ,Wild
Stealth,AthleticsStealthAttack.. can't remember the stats needed for that.Wrong coding. Redoing the rolls to find myself what the commands are.Okay. Figured out the commands. ,Stealth
Stealth,"DisguiseStealthPerceptionEdit: Woops, need ",Stealth
Perception,"DisguiseStealthPerceptionEdit: Woops, need ",Perception
Stealth,Stealth and tracking. (Practice to remind myself out to write out the command.) ,Stealth
Stealth,Test roll ,Stealth
Insight," walks over to the woman hiding beneath the table and tries to calm her.""Please, we can protect you. Can you tell us what happened, what you remember?"" ",Empathy
Stealth,"Upon spotting charge through the corner of his eye and realizing the party might have the upper hand in this fight, shoulders his crossbow and draws two dirks (Scottish style) from his belt.He begins to circle around the aggressor doing his best to avoid notice and prepare for an attack from behind. ",stealth
History,"Upon hearing   question,   focuses inward and searches his mind for any remote knowledge regarding these creatures. After a moment of thought, as his thoughts return to the physical plane of existance, he simply looks at  .""Yes, I've heard of these before..."" ",Lore
Investigation," chuckled as they stepped out on the tunnel.Water, he said with a grin. As good a reason as any for digging a passage this deep.He looked about the clearing, then walked to the edge of well and peered down into the darkness.Wouldn't be hard, he said in response to Sigmund, scowling a little. I wonder what happened to whoever was here - clearly they weren't around when the orcs arrived.OOC: edit - added a Search roll. ",Search
Investigation,"After taking a look around the well, Ceallaigh returns to the basement to search the area for any hidden areas. ",Search
Investigation," nodded to Sigmund.You’re right, he said, but it’ll be a shame to have to leave this place behind in the morning. There’s good stone here, and with a bit of work a company of dwarves could hold this place against all the Orcs of Mirkwood.He patted the wall of the tunnel.Let’s get back up there and see about barricading that door. Be a shame to go to all the trouble of killing those goblins, and then have their friends show up unannounced in the middle of the night.He picked his way back up the stairs and into the basement, where he found Cealeigh searching about in the gloom.Find anything interesting Ceal? He asked.  Goblins likely took anything of value long ago.  Doesn’t hurt to look though I guess.He peered hopefully around the dusty space, looking for something that could be use to hold the door shut. ",Search
Investigation,"Nodding at 's direction, Sigmund barred the door and followed and as they ascended the ladder into the upper area of the Keep. Having climbed into the upstairs area, Sigmund took a moment to examine the room for anything that might be of interest... ",Search
Medicine,"The door opens and sees !“Aye,” she grins “‘tis Wimberry indeed! And glad I am to see you!” She ties her horse to a wooden post, the remains of a fence no doubt, and quickly steps inside.“I could not leave my friends after all, so I rode as fast as I could to catch up to you.” She explains, and then catches sight of .“Oh! Let me look at that. And you can tell me how you came to be holed up in here in the meantime. Where are the others?”She waves hello and smiles at as she crosses the room to tend to . ",Healing
Perception,After feeling better Aedewyn also takes a look around. ,Awareness
Deception,"Sam is very glad Amy isn’t being a total bitch about this, and hopes that she lies well enough to pull this off.Amy is really annoyingly smart... so she doesn’t know if she’s gonna get away with it.She walks in more, moving to perch on Amy’s bed and digs out her notebook... ripping out the drawing she did of the Wendigo. She hands it to Amy and turns to a blank page where she starts scribbling down made up assignment details.“Thank you! You’re a live saver... It’s kind of an English creative writing and research project all in one? Ok... so um... if you saw this... you’d think... Wendigo, right? Or... do you think it could be something else? She said to draw a creature or something from a... a nightmare or your imagination... and then you have to like... research and write a paper about if it has any mythological basis and what that is and stuff... like thinking about psychology and shit... and then write a short one page story about it?” Sam lies... trying to think of why an English teacher would be giving this assignment. She thinks she does ok... it sounds like an assignment? ",Manipulate
Perception," Heather approaches the address that Shannon had given her on foot. She had taken a cab to get way within walking distance. Not wanting the driver to know where she was going, she had decided to go the last few streets on foot. A decision she did not regret as it gave her time to clear her mind and mentally prepare for the gathering. She didn’t like big gatherings like these. Even though Shannon had taught her how to behave amongst other kindred, she was still anxious about the possibility of making a mistake that could cost her a lot. Because of that, Heather preferred to avoid Kindred gatherings when she could. However, today, she didn’t have a choice. Not just her Sire had made it clear that Heather couldn’t avoid tonight’s meeting; the Prince himself had insisted on her coming. The knowledge that she had been summoned here by the highest authority in the city only fed into her anxiety. Arriving at the address she had been given, Heather brushed a few strands of hair out of her face before stepping in. As the ghoul asked for her jacket, Heather just nodded quietly and handed it over. She then quickly straightened her blouse underneath – indubitably the single most expensive piece of clothing, she owned – and made sure her black dress pants were clean, too. Finally, she inspected her hairdo in the reflection in the glass pane of the front door. Caring about her appearance like this wasn’t typical for her, not even in the slightest. However, she had been taught the importance of keeping up appearances when interacting with other Kindred. And even though she didn’t like to pretend, she wanted to be taken as serious as her age would allow. Satisfied with her appearance, She stepped into the main area of the museum. She politely refused the nourishment offered to her – she had just fed last night and pitied the poor souls, who were being offered up like appetizers. Quickly, she stepped away from the entrance area and took a good look around the room to see if she could spot any familiar faces in the crowd. ",perception
Perception,lets try again  ,Notice
Perception,"""Only need two points to define a line, ,"" Kree comments to the dolphin. He sticks the notched sword into the sand point-first next to the armour fragment, swims a little further on, then speaks a word of power, setting the sword aglow with a violet light.""We keep the sword lined up with the stash on the coral,"" he explains, ""we know we're still swimming straight. Let's see where it takes us."" ",Perception
Athletics,"HP 15 / 24   AC 15Hannah climbed the tree behind her, as high as she could go, before throwing a dagger at the nearest awake dog. ",athletics
Investigation,"Feeling a bit less nimble than before, Hannah climbed back down the tree. ""There's the matter of the dead body the dogs were feasting on,"" she reminded the others, as she leaned against the tree for a moment. She took three steps toward the dogs, paused and asked, ""Doc, you pulling canines or do you want to join me in my investigation of the body?"" ",investigation
History,"""Bourne of the Candles, Lord of Elvenflow Estuary, bonded service, a baker cousin with 200 gold coins in Mulmaster, and Ethelred,"" Hannah muttered to herself as she searched her memories for anything regarding Bourne of the Candles, why a baker would have that much gold and Ethelred. ""While marrying off a 13 year old girl is concerning, it feels more like Jago needed an excuse to get her away from his Master,"" she stated. ",History
Perception,"Shaking off her lack of knowledge regarding a Lord of the Elvenflow Estuary, Hannah caught up to Doc as he headed for the ruins of the manor. ",perception
Investigation,"Shaking off her lack of knowledge regarding a Lord of the Elvenflow Estuary, Hannah caught up to Doc as he headed for the ruins of the manor. ",investigation
Medicine,"""Hannah, you don't look so great.  Well, I mean other than your teeth which are sparkling white obviously.  Did you contract the red plague from that tree you climbed?"" ",Medicine
Medicine,"“The red plague? That sounds serious, do you mind if I take a look at your wounds?”, Parus asks Hannah. ",Medicine
Investigation,Hannah moved quickly away from the odd moss covered scene toward the right and the less destroyed area of the manor. ,investigation
Investigation,"Parus looks among the books for anything of interest.OOC: If he sees the undamaged book, he’ll try to get his hands on it. ",Investigation
Stealth,"""Be quiet if you can Doc,"" Hannah advised as she opened the door and readied her dagger in her hand before she stepped onto the first stair heading down. ",stealth
Investigation,"Hannah collected the pages of the journal as she checked the hidden room for further surprises. They could read the pages in the light, as they continued on. ",investigation
Arcana,"""What do we know of hags?"" Hannah asked, after handing the journal pages to Parus and pocketing the moonstones. ",arcana
Arcana,"“I only know the stories I was told as a child, but I doubt there’s much truth in them”, Parus says with a shrug. ",Arcana
Intimidation,"Sarah paused in her petting, but only for the half a breath. Slowly, her eyes slid down to the girl who's hair she was gently playing with. Her hand closed into a fist around her hair, and her eyes turned to ice. Slowly, she curled the slaves head upwards while also twisting and pulling back, so that she faced upwards. Whether the slave wanted to move or not was irrelevant; to her it seemed like she was being dragged, lifted, and only came along to prevent her hair from ripping out of her scalp. For a heartbeat Sarah had murder in her eyes. She then continued to twist, craning the slaves neck past the point of comfort. Her collar, and the name upon it, was clearly visible.""Harn,"" she said, reading the name still upon it and taking it as truth, ""are you usually in the habit of letting your slave speak without being spoken to?""""No, I am not."" He snarled, unhappy for many reasons. ""But she is mine to discipline. Release her.""Sarah held the slave for a moment longer, still boring the girl's soul out of her head. ""You have my attention, slave. Are you sure you want it?""""Release her! Or I'll-""Sarah drops the slaves head, stepping back with palms displayed. ""Now now, there's no need for that. Neither of us will gain anything if we don't cooperate.""""And what is it you want?"" Harn demanded. ""One of those slaves? Does Lady Talya speak the truth?""Sarah laughs. ""She certainly has an impressive imagination. Perhaps she is not used to dealing with hill women, but these hills do not tolerate weakness. We are indeed travelling from the north, but we are returning home from pilgrimage to the Sardar Mountains, in accordance to the wishes of the Initiates,"" Sarah lied, making the appropriate cultural signs of obiesance. Her girls all followed suit. ""We were fortunate enough to come across Lady Elisha here after she fell from her tarn basket, and brought her here as a captive for she is of Treve, a city the Pamiri and all hill tribes hate.""At the mention of Treve all the women spat on the ground as Lekhshey had done once before.""But now that you mention it, taking home a slave might not be a bad idea,"" Sarah said, leveling her gaze at the unintroduced slave on her knees. ""Redheads are exceptionally rare..."" ",Intimidation
Nature,Rolling Will 5d-2 for the Intimidation and Reason 4d for the Convince.But the Convince will at best achieve sowing doubts in 's mind. Hill girls with blue eyes confronting warriors and getting very upset when panther girls are mentioned are just nothing which is easily explained. ,wild
Nature,Rolling Will 5d-2 for the Intimidation and Reason 4d for the Convince.But the Convince will at best achieve sowing doubts in 's mind. Hill girls with blue eyes confronting warriors and getting very upset when panther girls are mentioned are just nothing which is easily explained. ,wild
Athletics,"Rolling a Slave Heart test from because of being dominated by Sarah. : Will: 5d-2, -5 penalty for Slave Heart and -2 penalty for the difference in Intimidation = 5d-9Sarah: Charm 3d+1, -1d penalty for not having slave handling = 2d+1 ",
Nature,"Rolling a Slave Heart test from because of being dominated by Sarah. : Will: 5d-2, -5 penalty for Slave Heart and -2 penalty for the difference in Intimidation = 5d-9Sarah: Charm 3d+1, -1d penalty for not having slave handling = 2d+1 ",wild
Nature,"Rolling a Slave Heart test from because of being dominated by Sarah. : Will: 5d-2, -5 penalty for Slave Heart and -2 penalty for the difference in Intimidation = 5d-9Sarah: Charm 3d+1, -1d penalty for not having slave handling = 2d+1 ",wild
Nature,"Re-rolling for Sarah with 3d6-4, higher score counts. ",wild
Athletics,"Rolling a Slave Heart test because she's simply handed over to someone else without her having a say in it. : Will: 5d-2, -5 penalty for Slave Heart and -5 penalty for her helplessness.As a target I take the ""16"" from Sarah's Slave Handling roll. ",
Nature,"Rolling a Slave Heart test because she's simply handed over to someone else without her having a say in it. : Will: 5d-2, -5 penalty for Slave Heart and -5 penalty for her helplessness.As a target I take the ""16"" from Sarah's Slave Handling roll. ",wild
Nature,Following along is rather easy hard part is memorizing the way along a looking for alternate ways to go should it prove necessary later. Scanning about the crowd and paths I find a few routes that seem promising for escape and a few in the crowd watching the troupe of woman pass by. ,Wild
Sleight of Hand,"Section 5 - The AftermathLook at the promises and your personal wish. Spend your tokens on any of the promises or wishes to give a bonus to you roll, then roll to see what happened. Describe the aftermath of the expedition.  gold and riches +1 enemies who are quick to surrender no loss of life to prove my worth +1  ",1
Sleight of Hand,"Section 5 - The AftermathLook at the promises and your personal wish. Spend your tokens on any of the promises or wishes to give a bonus to you roll, then roll to see what happened. Describe the aftermath of the expedition.  gold and riches +1 enemies who are quick to surrender no loss of life to prove my worth +1  ",2
Sleight of Hand,"Section 5 - The AftermathLook at the promises and your personal wish. Spend your tokens on any of the promises or wishes to give a bonus to you roll, then roll to see what happened. Describe the aftermath of the expedition.  gold and riches +1 enemies who are quick to surrender no loss of life to prove my worth +1  ",3
Sleight of Hand,"Section 5 - The AftermathLook at the promises and your personal wish. Spend your tokens on any of the promises or wishes to give a bonus to you roll, then roll to see what happened. Describe the aftermath of the expedition.  gold and riches +1 enemies who are quick to surrender no loss of life to prove my worth +1  ",4
Perception,Passing through the decimated town eyes wander from house to house observing the wreckage. He tries to find any hints of where the destruction originated from or patterns in what was targeted. ,Notice
Perception,"The three appear to have slowed down and stopped, discussing. ""What do you make of this Zake?, get ready?""(will roll awareness again to look for clues of what they might do) - they appear to be tensing up. ",awareness
Perception,"(awareness to see if he picked up on the snarl - frankly this nasty piece of work is often grunting, snarling and trying to be abusive, so he might miss this a one more unpleasant noise)near miss: so the elf knows that Sark was paying attention to the ruckus caused by that ham-fisted tag-a-long dwarf; but the elf has missed Sark's sly head movement. ",awareness
Persuasion,"Zaken looks at his friend askance, there is something a little odd in his manner since yesterday. In truth, he knows it is the brooding information they both have. The Orc-thing is a breathing reminder of the darkness they have both felt since that time of that word-spell of the crook,  Longo. They should do something about this.Well, the dwarf does not deserve to be snubbed in this manner. He drops off the wagon and falls back to the same wheel.""You know more than I, Thrali, of crafted things. It is ever so of dwarves, you all have inherent talent and culture beyond that of men (and some wood elves!). I had not noticed a problem, what do you see? When we get to that  blacksmith, I would like to know what he will say is the problem. Some of the guildsmen in Esgaroth seem to charge a pretty copper for their 'advice'. And they always seem to find lots wrong, or in need of repair, that also needs to be paid for. I don't want my money taken for something that's not needed! It cuts the profits. If your advice saves me money, you will more than have earned your ride!""  (roll courtesy to help the message be accepted as genuine respect) (and that roll suggests that at least he has not said anything too stupid) ",Courtesy
Persuasion,"Larsi steps forth.""I wish to speak, Chieftain ."" Larsi declares, respectfully nodding to . His injuries are not so grevious as to require slings or crutches, but his side is bandaged and he has a small bruise under his left eye, just above his beard."" has come willingly to trial, and has fought in defense of his people, defending Willifred to the best of his abilities until myself and good Jot arrived to drive back Valter. Besides that, he also informed us of what he knew of Valter's intentions, giving us the opportunity to muster the defence and scatter them."" ",Persuade
